county,contest_group_id,contest_name,choice,choice_party,sum
GUILFORD,15,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 8,Deena Hayes,DEM,22288
GUILFORD,1,GUILFORD COUNTY REGISTER OF DEEDS,Jeff L. Thigpen,DEM,188635
GUILFORD,22,HOUSING BONDS,No,,41689
GUILFORD,22,HOUSING BONDS,Yes,,90416
GUILFORD,24,PARKS AND RECREATION BONDS,No,,37539
GUILFORD,24,PARKS AND RECREATION BONDS,Yes,,94741
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Daniel Walker (Write-In),,11
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,James Allen (Write-In),,5
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jeff Kerns (Write-In),,5
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Josiah Upper (Write-In),,28
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Julie Higgins (Write-In),,9
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Larry Brandon (Write-In),,11
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Louie Kohler (Write-In),,12
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ray Briggs,,163173
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Steven Drew (Write-In),,6
GUILFORD,16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,1539
GUILFORD,25,TRANSPORTATION BONDS,No,,36009
GUILFORD,25,TRANSPORTATION BONDS,Yes,,95902
HALIFAX,5,HALIFAX COUNTY COMMISSIONER DISTRICT 1,Carolyn Chase Johnson,DEM,7597
HALIFAX,6,HALIFAX COUNTY COMMISSIONER DISTRICT 2,Marcelle Smith,DEM,6497
HALIFAX,1,HALIFAX COUNTY COMMISSIONER DISTRICT 3,Rachel K. Hux,,5273
HALIFAX,2,HALIFAX COUNTY REGISTER OF DEEDS,Christie Avens,DEM,19222
HALIFAX,7,HALIFAX COUNTY SUPPLEMENTAL SCHOOL TAX,Against,,6578
HALIFAX,7,HALIFAX COUNTY SUPPLEMENTAL SCHOOL TAX,For,,7712
HALIFAX,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew Whitehead,,19571
HALIFAX,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,179
HALIFAX,4,WELDON CITY SCHOOLS BOARD OF EDUCATION,Alberta B. Greene,,1643
HALIFAX,4,WELDON CITY SCHOOLS BOARD OF EDUCATION,Barbara Balmer,,1261
HALIFAX,4,WELDON CITY SCHOOLS BOARD OF EDUCATION,Edith E. Jenkins,,1148
HALIFAX,4,WELDON CITY SCHOOLS BOARD OF EDUCATION,Hugh C. Credle,,1585
HALIFAX,4,WELDON CITY SCHOOLS BOARD OF EDUCATION,O.D. Sykes,,1575
HALIFAX,4,WELDON CITY SCHOOLS BOARD OF EDUCATION,Regina B. Brooks,,558
HALIFAX,4,WELDON CITY SCHOOLS BOARD OF EDUCATION,Write-In (Miscellaneous),,17
HARNETT,1,HARNETT COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Howard Penny,REP,6627
HARNETT,1,HARNETT COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Monica DeAngelis,DEM,2308
HARNETT,2,HARNETT COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Gordon Springle,REP,6710
HARNETT,2,HARNETT COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Suzanne Prince,DEM,3892
HARNETT,3,HARNETT COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Joe Miller,REP,5419
HARNETT,4,HARNETT COUNTY BOARD OF EDUCATION DISTRICT 2,David L. Bradham,DEM,4392
HARNETT,4,HARNETT COUNTY BOARD OF EDUCATION DISTRICT 2,W. H. (Bill) Morris,REP,5735
HARNETT,5,HARNETT COUNTY BOARD OF EDUCATION DISTRICT 4,Eddie Jaggers,REP,5409
HARNETT,5,HARNETT COUNTY BOARD OF EDUCATION DISTRICT 4,James Ray Bryant,DEM,3983
HARNETT,8,HARNETT COUNTY REGISTER OF DEEDS,Kimberly S. Hargrove,DEM,30734
HARNETT,7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ryan Patterson,,25710
HARNETT,7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,703
HAYWOOD,1,HAYWOOD COUNTY BOARD OF COMMISSIONERS,Brandon C. Rogers,REP,17091
HAYWOOD,1,HAYWOOD COUNTY BOARD OF COMMISSIONERS,L. Kevin Ensley,REP,16011
HAYWOOD,1,HAYWOOD COUNTY BOARD OF COMMISSIONERS,Robin Greene Black,DEM,9741
HAYWOOD,1,HAYWOOD COUNTY BOARD OF COMMISSIONERS,Steve Brown,DEM,10622
HAYWOOD,4,HAYWOOD COUNTY BOARD OF EDUCATION BEAVERDAM DISTRICT,Richard Lance,,11713
HAYWOOD,4,HAYWOOD COUNTY BOARD OF EDUCATION BEAVERDAM DISTRICT,Ronnie D. Clark,,16479
HAYWOOD,4,HAYWOOD COUNTY BOARD OF EDUCATION BEAVERDAM DISTRICT,Scott Smith,,12233
HAYWOOD,4,HAYWOOD COUNTY BOARD OF EDUCATION BEAVERDAM DISTRICT,Write-In (Miscellaneous),,136
HAYWOOD,3,HAYWOOD COUNTY BOARD OF EDUCATION CHAIRMAN,Chuck Francis,,16028
HAYWOOD,3,HAYWOOD COUNTY BOARD OF EDUCATION CHAIRMAN,Craig S. Messer,,10338
HAYWOOD,3,HAYWOOD COUNTY BOARD OF EDUCATION CHAIRMAN,Write-In (Miscellaneous),,82
HAYWOOD,5,HAYWOOD COUNTY BOARD OF EDUCATION WAYNESVILLE DISTRICT,Ann Barrett,,9550
HAYWOOD,5,HAYWOOD COUNTY BOARD OF EDUCATION WAYNESVILLE DISTRICT,James (Jim) Harley Francis III,,12397
HAYWOOD,5,HAYWOOD COUNTY BOARD OF EDUCATION WAYNESVILLE DISTRICT,Kay Miller,,8460
HAYWOOD,5,HAYWOOD COUNTY BOARD OF EDUCATION WAYNESVILLE DISTRICT,Pam Martin,,8997
HAYWOOD,5,HAYWOOD COUNTY BOARD OF EDUCATION WAYNESVILLE DISTRICT,Rebecca Benhart,,6785
HAYWOOD,5,HAYWOOD COUNTY BOARD OF EDUCATION WAYNESVILLE DISTRICT,Write-In (Miscellaneous),,96
HAYWOOD,7,JUNALUSKA SANITARY DISTRICT,Bill Barker,,1135
HAYWOOD,7,JUNALUSKA SANITARY DISTRICT,James A. King,,1051
HAYWOOD,7,JUNALUSKA SANITARY DISTRICT,Randy Cunningham,,1151
HAYWOOD,7,JUNALUSKA SANITARY DISTRICT,Write-In (Miscellaneous),,28
HAYWOOD,6,MAGGIE VALLEY SANITARY DISTRICT,Carroll Mehaffey,,2128
HAYWOOD,6,MAGGIE VALLEY SANITARY DISTRICT,Jason Moody,,2212
HAYWOOD,6,MAGGIE VALLEY SANITARY DISTRICT,Write-In (Miscellaneous),,37
HAYWOOD,11,MALT BEVERAGE ELECTION  ON PREMISES,Against,,9250
HAYWOOD,11,MALT BEVERAGE ELECTION  ON PREMISES,For,,19314
HAYWOOD,9,MALT BEVERAGE ELECTION OFF PREMISES,Against,,12272
HAYWOOD,9,MALT BEVERAGE ELECTION OFF PREMISES,For,,15762
HAYWOOD,8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Bill Yarborough,,24065
HAYWOOD,8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,132
HAYWOOD,10,UNFORTIFIED WINE ELECTIONS.,Against,,10117
HAYWOOD,10,UNFORTIFIED WINE ELECTIONS.,For,,18339
HAYWOOD,13,UNFORTIFIED WINE ELECTIONS. OFF PREMISES,Against,,13048
HAYWOOD,13,UNFORTIFIED WINE ELECTIONS. OFF PREMISES,For,,14174
HAYWOOD,12,UNFORTIFIED WINE ELECTIONS. ON PREMISES,Against,,11482
HAYWOOD,12,UNFORTIFIED WINE ELECTIONS. ON PREMISES,For,,15863
HENDERSON,3,HENDERSON COUNTY  BOARD OF COMMISSIONERS DISTRICT 2,Charlie Messer,REP,41681
HENDERSON,4,HENDERSON COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Grady Hawkins,REP,40258
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Amy Holt (Write-In),,5
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Blair Craven,,24657
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Burt Harris,,19739
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Colby Coren (Write-In),,6
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Dot Case (Write-In),,5
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Ervin W. Bazzle,,19478
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Jared Bellmund,,7941
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Josh Houston,,22887
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Mary Louise J. Corn,,26280
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Michael Absher,,23939
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Rick Wood,,25162
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Robert Mangone (Write-In),,5
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Tawny McCoy (Write-In),,6
HENDERSON,1,HENDERSON COUNTY BOARD OF EDUCATION,Write-In (Miscellaneous),,441
HENDERSON,5,HENDERSON COUNTY LOCAL SALES AND USE TAX,Against,,36328
HENDERSON,5,HENDERSON COUNTY LOCAL SALES AND USE TAX,For,,17904
HENDERSON,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Danny McConnell,,41315
HENDERSON,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jamie Woods (Write-In),,9
HENDERSON,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jeff Foster (Write-In),,12
HENDERSON,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Scott Galloway (Write-In),,8
HENDERSON,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Theron Maybin (Write-In),,6
HENDERSON,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,184
HERTFORD,10,HERTFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 1,John D. Horton,DEM,7524
HERTFORD,9,HERTFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Donald Kim Kirkland (Write-In),,440
HERTFORD,9,HERTFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Ronald J. Gatling,DEM,7079
HERTFORD,9,HERTFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Write-In (Miscellaneous),,342
HERTFORD,8,HERTFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 3,"William (Bill) Mitchell, Jr.",DEM,7819
HERTFORD,12,HERTFORD COUNTY BOARD OF EDUCATION,David L. Shields,,6686
HERTFORD,12,HERTFORD COUNTY BOARD OF EDUCATION,J. Wendell Hall,,6346
HERTFORD,12,HERTFORD COUNTY BOARD OF EDUCATION,Write-In (Miscellaneous),,133
HERTFORD,1,HERTFORD COUNTY REGISTER OF DEEDS,Melanie Storey,DEM,8252
HERTFORD,11,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Pate Pierce,,7410
HERTFORD,11,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,67
HOKE,1,HOKE COUNTY BOARD OF COMMISSIONERS,James A. Leach,DEM,8600
HOKE,1,HOKE COUNTY BOARD OF COMMISSIONERS,Robert A. (Bobby) Wright,DEM,9578
HOKE,1,HOKE COUNTY BOARD OF COMMISSIONERS,William (Brownie) Brown,REP,8265
HOKE,3,HOKE COUNTY BOARD OF EDUCATION,David Woodcox (Write-In),,10
HOKE,3,HOKE COUNTY BOARD OF EDUCATION,Hank Richards,,9408
HOKE,3,HOKE COUNTY BOARD OF EDUCATION,Rosa (Niecy) McAllister-McRae,,11593
HOKE,3,HOKE COUNTY BOARD OF EDUCATION,Write-In (Miscellaneous),,391
HOKE,5,HOKE COUNTY REGISTER OF DEEDS,Camille D. Hurst,DEM,13196
HOKE,4,HOKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Gary Hendrix,,13373
HOKE,4,HOKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,169
HYDE,3,ENGELHARD SANITARY DISTRICT SUPERVISORS,Brandon Marshall,,107
HYDE,3,ENGELHARD SANITARY DISTRICT SUPERVISORS,R.S. Tony Spencer,,94
HYDE,3,ENGELHARD SANITARY DISTRICT SUPERVISORS,Write-In (Miscellaneous),,4
HYDE,5,HYDE COUNTY BOARD OF COMMISSIONERS FAIRFIELD TOWNSHIP,Benjamin Simmons III,,1635
HYDE,6,HYDE COUNTY BOARD OF COMMISSIONERS LAKE LANDING TOWNSHIP,"Earl D. Pugh, Jr.",,1219
HYDE,6,HYDE COUNTY BOARD OF COMMISSIONERS LAKE LANDING TOWNSHIP,Thomas Midgette,,841
HYDE,7,HYDE COUNTY BOARD OF COMMISSIONERS OCRACOKE TOWNSHIP,Thomas Pahl,,1560
HYDE,4,HYDE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Darren Armstrong,,1636
HYDE,4,HYDE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Don Nixon (Write-In),,5
HYDE,4,HYDE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,41
HYDE,2,OCRACOKE SANITARY DISTRICT SUPERVISORS,Regina O. Boor,,418
HYDE,2,OCRACOKE SANITARY DISTRICT SUPERVISORS,Scott Bradley,,383
HYDE,2,OCRACOKE SANITARY DISTRICT SUPERVISORS,Write-In (Miscellaneous),,21
HYDE,1,SWAN QUARTER SANITARY DISTRICT SUPERVISORS,Wayne Hodges,,141
HYDE,1,SWAN QUARTER SANITARY DISTRICT SUPERVISORS,Write-In (Miscellaneous),,24
IREDELL,7,IREDELL COUNTY BOARD OF COMMISSIONERS,Diane Hamby,DEM,25706
IREDELL,7,IREDELL COUNTY BOARD OF COMMISSIONERS,Gene Houpe,REP,45827
IREDELL,7,IREDELL COUNTY BOARD OF COMMISSIONERS,Jeffrey C. McNeely,REP,47720
IREDELL,7,IREDELL COUNTY BOARD OF COMMISSIONERS,Scott Kazura,DEM,16865
IREDELL,7,IREDELL COUNTY BOARD OF COMMISSIONERS,"Thomas E. (Tommy) Bowles, Jr.",REP,50770
IREDELL,7,IREDELL COUNTY BOARD OF COMMISSIONERS,Xavier (Zake) Zsarmani,DEM,20456
IREDELL,8,IREDELL-STATESVILLE BOARD OF EDUCATION DISTRICT 2,Nickey Mott,DEM,2057
IREDELL,8,IREDELL-STATESVILLE BOARD OF EDUCATION DISTRICT 2,William (Bill) Howell,REP,6725
IREDELL,11,IREDELL-STATESVILLE BOARD OF EDUCATION DISTRICT 4,Charles A. (Chuck) Gallyon II,DEM,3847
IREDELL,11,IREDELL-STATESVILLE BOARD OF EDUCATION DISTRICT 4,Doug Knight,REP,3769
IREDELL,10,IREDELL-STATESVILLE BOARD OF EDUCATION DISTRICT 6,Charles S. Kelly,REP,6063
IREDELL,10,IREDELL-STATESVILLE BOARD OF EDUCATION DISTRICT 6,LaVerne C. Zachary,DEM,2114
IREDELL,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Andrew M. Allison,,36716
IREDELL,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Shawn Eckles,,27452
IREDELL,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,606
JACKSON,6,JACKSON COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Ron Mau,REP,9622
JACKSON,6,JACKSON COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Vicki Greene,DEM,8457
JACKSON,2,JACKSON COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Mark R. Jones,DEM,8451
JACKSON,2,JACKSON COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Mickey Luker,REP,9626
JACKSON,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Randy Cabe,,14610
JACKSON,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,173
JACKSON,500002,WHITTIER SANITARY DISTRICT,Bridgit Nations,,10
JACKSON,500002,WHITTIER SANITARY DISTRICT,Mitchell B. Jenkins,,7
JACKSON,500002,WHITTIER SANITARY DISTRICT,Randy L. Nations,,8
JACKSON,500002,WHITTIER SANITARY DISTRICT,Write-In (Miscellaneous),,0
JOHNSTON,9,CLAYTON MALT BEVERAGE REFERENDUM,Against,,2172
JOHNSTON,9,CLAYTON MALT BEVERAGE REFERENDUM,For,,5688
JOHNSTON,10,CLAYTON UNFORTIFIED WINE REFERENDUM,Against,,2097
JOHNSTON,10,CLAYTON UNFORTIFIED WINE REFERENDUM,For,,5746
JOHNSTON,7,COUNTY MALT BEVERAGE REFERENDUM,Against,,26434
JOHNSTON,7,COUNTY MALT BEVERAGE REFERENDUM,For,,50876
JOHNSTON,8,COUNTY UNFORTIFIED WINE REFERENDUM,Against,,25847
JOHNSTON,8,COUNTY UNFORTIFIED WINE REFERENDUM,For,,51421
JOHNSTON,2,JOHNSTON COUNTY BOARD OF COMMISSIONERS  DISTRICT 2,Ted G. Godwin,REP,53709
JOHNSTON,2,JOHNSTON COUNTY BOARD OF COMMISSIONERS  DISTRICT 2,Wendy Ella May,DEM,27003
JOHNSTON,1,JOHNSTON COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Jeff Carver,REP,61344
JOHNSTON,3,JOHNSTON COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Larry Wood,REP,61934
JOHNSTON,4,JOHNSTON COUNTY BOARD OF COMMISSIONERS DISTRICT 6,Keith Branch,REP,61408
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Crystal Kimpson Roberts,,23818
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Dale Bender (Write-In),,10
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Donna White (Write-In),,34
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Jeff Jennings,,18908
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Matthew Hebb (Write-In),,0
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Mike Wooten,,34734
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Peggy D. Smith,,35836
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Rich Nixon (Write-In),,27
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Ronald Johnson,,40771
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Summer Hamrick,,23144
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Teresa Grant,,37237
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Todd P. Sutton,,31984
JOHNSTON,5,JOHNSTON COUNTY BOARD OF EDUCATION,Write-In (Miscellaneous),,921
JOHNSTON,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Charles D. Hill,,56477
JOHNSTON,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Greg Narron (Write-In),,6
JOHNSTON,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew Hebb (Write-In),,31
JOHNSTON,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,813
JONES,1,JONES COUNTY BOARD OF EDUCATION AT-LARGE,Billy Griffin,REP,2814
JONES,1,JONES COUNTY BOARD OF EDUCATION AT-LARGE,Mary Hall,DEM,1853
JONES,1,JONES COUNTY BOARD OF EDUCATION AT-LARGE,Michael Wilder,DEM,2192
JONES,5,JONES COUNTY LOCAL SALES AND USE TAX,Against,,2909
JONES,5,JONES COUNTY LOCAL SALES AND USE TAX,For,,1838
JONES,4,JONES COUNTY REGISTER OF DEEDS,Susan S. Gray,DEM,3891
JONES,3,JONES COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Shepherd,,3418
JONES,3,JONES COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,92
LEE,9,LEE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Amy M. Dalrymple,DEM,12650
LEE,9,LEE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Cameron W. Sharpe,DEM,12868
LEE,9,LEE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Chris deLambert,REP,10602
LEE,9,LEE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Kevin Craig Dodson,REP,11321
LEE,9,LEE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Kirk D. Smith,REP,9871
LEE,9,LEE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Ricky D. Frazier,DEM,10133
LEE,11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Janice Oelrich Davis,DEM,9888
LEE,11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Lynn H. Smith,DEM,12422
LEE,11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Pamela Sutton,REP,10329
LEE,11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Patrick Kelly,DEM,12838
LEE,11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Phillip Helms,REP,9365
LEE,11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Sherry Lynn Womack,REP,10799
LEE,11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Stephen Coble,REP,11497
LEE,11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Tamara Brogan,DEM,10616
LEE,8,LEE COUNTY REGISTER OF DEEDS,Pam Britt,DEM,15993
LEE,7,LEE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Gordon Anderson (Write-In),,5
LEE,7,LEE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John T. (Tommy) Dalrymple,,17323
LEE,7,LEE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,590
LENOIR,3,LENOIR COUNTY BOARD OF COMMISSIONERS AT-LARGE,Chad Rouse,REP,12192
LENOIR,3,LENOIR COUNTY BOARD OF COMMISSIONERS AT-LARGE,Linda Rouse Sutton,DEM,13134
LENOIR,3,LENOIR COUNTY BOARD OF COMMISSIONERS AT-LARGE,Reuben J. Davis,DEM,13289
LENOIR,4,LENOIR COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Craig Hill,DEM,4581
LENOIR,5,LENOIR COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Craig Finch,REP,1871
LENOIR,5,LENOIR COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Jackie Brown,DEM,2781
LENOIR,6,LENOIR COUNTY BOARD OF EDUCATION AT LARGE,Bruce E. Hill,DEM,16944
LENOIR,6,LENOIR COUNTY BOARD OF EDUCATION AT LARGE,Merwyn K. Smith,DEM,14547
LENOIR,7,LENOIR COUNTY BOARD OF EDUCATION DISTRICT 3,Jon Sargeant,DEM,4476
LENOIR,8,LENOIR COUNTY BOARD OF EDUCATION DISTRICT 4,Elijah Woods,DEM,2848
LENOIR,8,LENOIR COUNTY BOARD OF EDUCATION DISTRICT 4,Jackie Elwart,REP,1736
LENOIR,2,LENOIR COUNTY REGISTER OF DEEDS,Pam Hart Rich,DEM,20245
LENOIR,9,SOIL WATER CONSERVATION DISTRICT SUPERVISOR,"Rodney (Rod) Smith, Jr.",,20238
LENOIR,9,SOIL WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,181
LINCOLN,2,LINCOLN COUNTY BOARD OF COMMISSIONERS,Anita McCall,REP,24930
LINCOLN,2,LINCOLN COUNTY BOARD OF COMMISSIONERS,Carrol D. Mitchem,REP,21804
LINCOLN,2,LINCOLN COUNTY BOARD OF COMMISSIONERS,Elaine Jenkins,DEM,13931
LINCOLN,2,LINCOLN COUNTY BOARD OF COMMISSIONERS,Neil S. Underwood,DEM,13097
LINCOLN,2,LINCOLN COUNTY BOARD OF COMMISSIONERS,Richard W. Permenter,REP,22226
LINCOLN,3,LINCOLN COUNTY BOARD OF EDUCATION AT-LARGE,Andrew Dellinger,,12016
LINCOLN,3,LINCOLN COUNTY BOARD OF EDUCATION AT-LARGE,Clarissa Metts,,5551
LINCOLN,3,LINCOLN COUNTY BOARD OF EDUCATION AT-LARGE,Heather Rhyne,,17250
LINCOLN,3,LINCOLN COUNTY BOARD OF EDUCATION AT-LARGE,Write-In (Miscellaneous),,97
LINCOLN,4,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 1,Cathy G. Davis,,19610
LINCOLN,4,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 1,Tommy D. Houser,,14373
LINCOLN,4,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 1,Write-In (Miscellaneous),,89
LINCOLN,5,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 3,David Kirk Herbertson,,15423
LINCOLN,5,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 3,Jeff M. Pariano,,13750
LINCOLN,5,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 3,Write-In (Miscellaneous),,153
LINCOLN,6,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 4,Mark L. Mullen,,28553
LINCOLN,6,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 4,Write-In (Miscellaneous),,272
LINCOLN,7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Pamela M. Stroupe,,28723
LINCOLN,7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,403
MACON,5,MACON COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Charlie Leatherman,DEM,6424
MACON,5,MACON COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Karl E. Gillespie,REP,10623
MACON,6,MACON COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Bobby Kuppers,DEM,6957
MACON,6,MACON COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Paul Higdon,REP,10154
MACON,7,MACON COUNTY BOARD OF EDUCATION DISTRICT 1,Stephanie Stiles McCall,,11803
MACON,7,MACON COUNTY BOARD OF EDUCATION DISTRICT 1,Write-In (Miscellaneous),,207
MACON,8,MACON COUNTY BOARD OF EDUCATION DISTRICT 3,Melissa Bateman Evans,,11279
MACON,8,MACON COUNTY BOARD OF EDUCATION DISTRICT 3,Tommy Baldwin (Write-In),,5
MACON,8,MACON COUNTY BOARD OF EDUCATION DISTRICT 3,Write-In (Miscellaneous),,223
MACON,9,MACON COUNTY BOARD OF EDUCATION DISTRICT 4,Jim Breedlove,,12570
MACON,9,MACON COUNTY BOARD OF EDUCATION DISTRICT 4,Write-In (Miscellaneous),,184
MACON,3,MACON COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jonathan D. Anderson,,4989
MACON,3,MACON COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matt Mason,,9124
MACON,3,MACON COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,83
